"ID","UPA","EventDate","Employer","Address1","Address2","City","State","Zip","Latitude","Longitude","Primary NAICS","Hospitalized","Amputation","Inspection","Final Narrative","Nature","NatureTitle","Part of Body","Part of Body Title","Event","EventTitle","Source","SourceTitle","Secondary Source","Secondary Source Title"
"2015096844","1021237",9/18/2015,"Woodmont Cabinetry","1001 Cedar View Drive",,"CEDAR HILL","TEXAS","75104",32.57,-96.96,"321999",0.00,1.00,"1093550","An employee amputated the tips of the long finger and ring finger while operating a shaper saw.","1311","Amputations","4422","Fingertip(s)","6311","Struck against moving part of machinery or equipment","3579","Sawing machinery-stationary, n.e.c.",,
"2015096845","1021539",9/18/2015,"Fieldale Farms","1540 Monroe Drive",,"GAINESVILLE","GEORGIA","30507",34.28,-83.79,"311615",0.00,1.00,,"An employee was preparing to change the line over to a different product on the breader elevator and amputated the right index fingertip.","1311","Amputations","4422","Fingertip(s)","6412","Caught in running equipment or machinery during regular operation","3719","Food and beverage processing machinery-specialized, n.e.c.",,
"2015096846","1022741",9/18/2015,"Heritage Sportswear","102 Reliance Drive",,"HEBRON","OHIO","43025",39.96,-82.48,"424320",1.00,0.00,,"An employee fell off a step stool and injured her hip and pelvic bone.  The employee was hospitalized.","1972","Soreness, pain, hurt-nonspecified injury","348","Multiple pelvic region locations","4331","Other fall to lower level less than 6 feet","7422","Step ladders",,
"2015096847","1021730",9/18/2015,"Big Lots, Inc.","300 Phillipi Road",,"COLUMBUS","OHIO","43228",39.96,-83.11,"452990",1.00,1.00,"1103643","An employee was performing preventive maintenance on the conveyor motor and amputated the tips of the right thumb and index fingers.","1311","Amputations","4422","Fingertip(s)","6411","Caught in running equipment or machinery during maintenance, cleaning ","3420","Conveyors-powered, unspecified",,
"2015096848","1021401",9/18/2015,"AMERICAN GREETINGS CORPORATION","1400 OHLENDORF ROAD",,"OSCEOLA","ARKANSAS","72370",35.69,-89.98,"493110",1.00,0.00,,"An employee fractured his left foot when it was caught between a concrete curb and the forklift he was operating.","111","Fractures","530","Foot (feet), unspecified","2721","Part of occupant’s body caught between vehicle and other object in nonroadway transport incident","8621","Forklift, order picker, platform truck-powered","6671","Curbs"
"2015096849","1021513",9/18/2015,"PREMIER BEVERAGE","8307 W. Atlantic Blvd",,"CORAL SPRINGS","FLORIDA","33071",26.23,-80.23,"424810",1.00,0.00,,"An employee was walking down the ramp of a delivery trunk using a hand dolly to carry five cases. He slipped and the metal part of the dolly landed on his two right middle fingers lacerating them both down to the bone.","132","Cuts, lacerations","4420","Finger(s), fingernail(s), unspecified","4119","Slip without fall, n.e.c. ","562","Bodily motion or position of injured, ill worker","871","Cart, dolly, hand truck-nonpowered"
"2015096850","1021451",9/18/2015,"John Moriarty & Associates, Inc","1 Canal Street",,"BOSTON","MASSACHUSETTS","02108",42.35,-71.07,"236220",1.00,0.00,,"An employee was injured while guiding a street lamp post into position. The cast iron base of the post slipped and crushed his finger.","1971","Crushing injuries","4420","Finger(s), fingernail(s), unspecified","6239","Struck by falling object or equipment, n.e.c.","6353","Lamp posts, street lights",,
"2015096851","1021411",9/18/2015,"AAA Well Service","Aspect Energy Hanna-player well number 1",,"MANVEL","TEXAS","77578",29.48,-95.36,"213112",0.00,1.00,"1095030","The employee was circulating mud and water and sucking fluid from a steel container with a running vacuum truck. H2S vapor accumulated under the truck. When it reached his hot pump, it caused a flash fire.  The employee suffered burns to his face and hands.","1520","Heat (thermal) burns, unspecified","899","Multiple body parts, n.e.c.","317","Ignition of vapors, gases, or liquids","1771","Hydrogen sulfide","3797","Pumps"
"2015096852","1022014",9/18/2015,"Triumph Foods","5302 Stockyards Expressway",,"SAINT JOSEPH","MISSOURI","64504",39.71,-94.87,"311611",1.00,0.00,,"An employee was removing shank bone from a ham with a five inch de-boning knife. The knife slipped and struck his left forearm resulting in a 2 to 3cm laceration just below the elbow.","132","Cuts, lacerations","423","Forearm(s)","6252","Injured by slipping or swinging object held by injured worker","7125","Knives, unspecified or n.e.c.",,
"2015096853","1020638",9/18/2015,"LUTHERAN SENIOR SERVICES","1150 HANLEY INDUSTRAIL CT",,"BRENTWOOD","MISSOURI","63144",38.62,-90.33,"623110",1.00,0.00,,"An employee was assisting a resident back from the bathroom. The resident was pushing a walker and began to fall. The employee went to keep the resident from falling and felt pain in her stomach. The result was a hernia that required surgery.","124","Hernias due to traumatic incidents","330","Abdomen, except internal location of diseases or disorders","719","Overexertion involving outside sources, n.e.c.","575","Other client or customer",,
"2015096854","1022846",9/18/2015,"RE-POLY RECYCLING","1525 Vandeventer Ave",,"SAINT LOUIS","MISSOURI","63110",38.62,-90.25,"423930",1.00,0.00,"1094721","On 9/18/2015 two employees were performing preventative maintenance on the friction washer.  They were attempting to remove a 2-part screen that needed to be replaced due to wear.  The screen has two parts.  An employee removed the first part of the screen and placed it away from the machine.  While this was going on, the second piece of the screen slipped and fell on the back of his right wrist.  When the employee jerked his arm back, he cut a tendon on the back of his right wrist.  He was taken to the hospital where the tendon was re-attached.","132","Cuts, lacerations","43","Wrist(s)","6233","Struck by object falling from vehicle or machinery-other than vehicle part","4429","Machine and appliance parts, n.e.c.","3339","Washers, dryers, and cleaning machinery and appliances, n.e.c."
"2015096855","1021409",9/18/2015,"GENERAL MOTORS CORPORATION","1500 EAST ROUTE A",,"WENTZVILLE","MISSOURI","63385",38.82,-90.81,"336111",1.00,0.00,,"An employee was outside on a break and was walking back to her work station when her ankle gave out, causing her to fall to the concrete floor. She broke her elbow in the fall.","111","Fractures","422","Elbow(s)","429","Fall on same level, n.e.c. ","6629","Floor, n.e.c.",,
"2015096858","1021987",9/18/2015,"Weinbrenner Shoe Company, Inc.","305 W. 3rd Street",,"MARSHFIELD","WISCONSIN","54449",44.66,-90.17,"316210",0.00,1.00,"1095817","An employee received a partial amputation to the right middle finger while clearing a jam on the Skive Machine (leather trimmer).","1311","Amputations","4420","Finger(s), fingernail(s), unspecified","6411","Caught in running equipment or machinery during maintenance, cleaning ","3769","Textile, apparel, leather production machinery, n.e.c.",,
"2015096859","1021447",9/18/2015,"Champion Technology Services","1221 Stewart Rd",,"GALVESTON","TEXAS","77554",29.24,-94.91,"541512",1.00,0.00,,"Two tower climbers were running a heavy duty coax cable up to an antenna tower.  One employee was on the ground running the cable up to another employee who was approximately 100 feet from the ground.  The cable was on a reel and the front end of the cable was cut and live.  One of the employees touched it and was shocked. The injured employee received second degree burns on his right arm, third degree burns on his right thumb and minor burns to his knees.","1533","Third or fourth degree electrical burns","4420","Finger(s), fingernail(s), unspecified","5112","Direct exposure to electricity, greater than 220 volts","4411","Electrical wiring-building",,
"2015096860","1021398",9/18/2015,"CDTS Inc.","2631 fm 3034",,"ABILENE","TEXAS","79601",32.52,-99.73,"339999",1.00,0.00,,"An employee was cleaning a trailer with a steam cleaner. The vent was not working correctly and the steam turned to water splashing onto the employee. The employee received first and second degree burns on the arms and chest.","1522","Second degree heat (thermal) burns","899","Multiple body parts, n.e.c.","533","Contact with hot objects or substances","9521","Water",,
"2015096861","1021312",9/18/2015,"Conn Acoustics Inc.","53 Vernon Street",,"HARTFORD","CONNECTICUT","06106",41.75,-72.68,"238310",1.00,0.00,,"An employee was installing metal framing in a scissor lift approximately 25 feet above the ground. A piece of metal that was being installed started to fall out of the lift and the employee went to grab it and severely cut his forearm.","132","Cuts, lacerations","423","Forearm(s)","6233","Struck by object falling from vehicle or machinery-other than vehicle part","4139","Structural metal materials, n.e.c.","3467","Aerial lifts, scissor lifts-except truck-mounted"
"2015096862","1021908",9/18/2015,"Great Lakes Coca Cola","5321 West 122nd Street",,"ALSIP","ILLINOIS","60803",41.67,-87.75,"312111",1.00,0.00,,"An employee stepped onto an electric pallet jack and lost footing.  He reached for a handhold and accidently grabbed the throttle. The jack lurched forward, crushing his foot between the jack and a pallet.","1971","Crushing injuries","530","Foot (feet), unspecified","2721","Part of occupant’s body caught between vehicle and other object in nonroadway transport incident","8623","Pallet jack-powered","216","Skids, pallets"
"2015096863","1021212",9/18/2015,"Wing Daddy's Sauce House "," 1461 Lee Trevino Dr,",,"EL PASO","TEXAS","79936",31.74,-106.31,"722210",1.00,0.00,"1093713","An employee was cooking food and suffered burns to the face due to a grease fire.","1520","Heat (thermal) burns, unspecified","130","Face, unspecified","317","Ignition of vapors, gases, or liquids","5221","Fats, oils, cooking greases ",,
"2015096864","1022893",9/18/2015,"Renovate, Inc","Aris Street",,"METAIRIE","LOUISIANA","70005",30.00,-90.13,"236115",1.00,0.00,,"An employee was working on an enclosed balcony putting up flashing between the balcony and the porch. The employee went on the outside of the balcony. He was holding on to the railing when it became loose and he fell approximately nine feet to the ground below injuring the hip, shoulder, ribs and lung.","1972","Soreness, pain, hurt-nonspecified injury","899","Multiple body parts, n.e.c.","4332","Other fall to lower level 6 to 10 feet","6395","Porches, balconies, decks, patios","657","Handrails, banisters"
"2015096866","1024054",9/18/2015,"Five West Enterprises Inc.","35 California Dr.",,"WILLIAMSVILLE","NEW YORK","14221",42.96,-78.75,"42369",1.00,0.00,,"An employee felt dull pain as he was going down the stairs at a customer's home. A week later he was hospitalized with a possible herniated disc.","1972","Soreness, pain, hurt-nonspecified injury","322","Lumbar region","7313","Climbing or stepping up or down-single episode","562","Bodily motion or position of injured, ill worker",,
"2015096868","1021591",9/18/2015,"PRAXAIR, INC.","175 East Park Drive",,"TONAWANDA","NEW YORK","14150",42.98,-78.89,"325199",1.00,0.00,,"An employee was loading gas cylinders from a loading dock onto a pallet on a forklift truck positioned next to the loading dock. The employee stepped back and fell approximately four feet breaking two ribs, the pelvis and a wrist.","111","Fractures","899","Multiple body parts, n.e.c.","4331","Other fall to lower level less than 6 feet","6692","Ramps, loading docks, dock plates",,
"2015096869","1021396",9/18/2015,"Davey Tree Expert Co.","1001 CountryClub Road",,"WEST CHESTER","PENNSYLVANIA","19382",39.92,-75.61,"561730",1.00,0.00,,"An employee was cutting a branch and the branch struck the employee fracturing the C3 and C7 vertebrae.","111","Fractures","324","Coccygeal region","6239","Struck by falling object or equipment, n.e.c.","5873","Limbs, branches-unattached",,
"2015096870","1022815",9/18/2015,"Dynamic Systems, Inc.","2820 Business Park Dr.",,"BUDA","TEXAS","78610",30.07,-97.85,"238220",1.00,0.00,"1094805","An employee was on top of the clean room ceiling changing air filters. He lost his balance and fell to the floor, fracturing his left arm.","111","Fractures","420","Arm(s), unspecified","4330","Other fall to lower level, unspecified","9999","Nonclassifiable",,
"2015096871","1021573",9/18/2015,"H-E-B Grocery Company, LP","17460 IH 35 North",,"SCHERTZ","TEXAS","78154",29.59,-98.27,"445110",1.00,0.00,,"An employee was leaving the prep area, tripped over a mat, and fell on her side fracturing the hip joint of the left leg.","111","Fractures","341","Hip(s)","4213","Fall on same level due to tripping over an object ","6629","Floor, n.e.c.","2221","Floor coverings- nonstructural"
"2015096873","1021574",9/18/2015,"Gilster-Mary Lee Corporation","111 Industrial Drive",,"CHESTER","ILLINOIS","62233",37.92,-89.84,"311230",0.00,0.00,"1094889","An employee was servicing a box sealer that was not de-energized and suffered a broken arm.","111","Fractures","420","Arm(s), unspecified","6411","Caught in running equipment or machinery during maintenance, cleaning ","3734","Sealing, stapling machinery",,
